구분명,측정일,수위비율
강남,2022-06-01,0.5874999999999999
강남,2022-06-02,1.0
강남,2022-06-03,0.6
강남,2022-06-04,0.5
강남,2022-06-05,0.5
강남,2022-06-06,0.5
강남,2022-06-07,0.5
강남,2022-06-08,0.5
강남,2022-06-09,0.5
강남,2022-06-10,0.5
강남,2022-06-11,0.5
강남,2022-06-12,0.5
강남,2022-06-13,1.0
강남,2022-06-14,0.27999999999999997
강남,2022-06-15,0.43600000000000005
강남,2022-06-16,0.344
강남,2022-06-17,0.27999999999999997
강남,2022-06-18,0.27999999999999997
강남,2022-06-19,0.385
강남,2022-06-20,0.42
강남,2022-06-21,0.27999999999999997
강남,2022-06-22,0.27999999999999997
강남,2022-06-23,0.8375
강남,2022-06-24,0.64
강남,2022-06-25,0.27999999999999997
강남,2022-06-26,0.27599999999999997
강남,2022-06-27,0.352
강남,2022-06-28,0.324
강남,2022-06-29,0.708
강남,2022-06-30,0.81
강남,2022-07-01,0.545
강남,2022-07-02,0.27999999999999997
강남,2022-07-03,0.27599999999999997
강남,2022-07-04,0.365
강남,2022-07-05,0.27999999999999997
강남,2022-07-06,0.8640000000000001
강남,2022-07-07,0.33599999999999997
강남,2022-07-08,0.284
강남,2022-07-09,0.27999999999999997
강남,2022-07-10,0.27599999999999997
강남,2022-07-11,0.43600000000000005
강남,2022-07-12,0.284
강남,2022-07-13,0.7249999999999999
강남,2022-07-14,0.35
강남,2022-07-15,0.288
강남,2022-07-16,0.32799999999999996
강남,2022-07-17,0.324
강남,2022-07-18,0.27999999999999997
강남,2022-07-19,0.27999999999999997
강남,2022-07-20,0.284
강남,2022-07-21,0.38
강남,2022-07-22,0.696
강남,2022-07-23,0.504
강남,2022-07-24,0.344
강남,2022-07-25,0.27999999999999997
강남,2022-07-26,0.27999999999999997
강남,2022-07-27,0.27999999999999997
강남,2022-07-28,0.27999999999999997
강남,2022-07-29,0.284
강남,2022-07-30,0.27599999999999997
강남,2022-07-31,0.636
강남,2022-08-01,0.612
강남,2022-08-02,0.476
강남,2022-08-03,0.584
강남,2022-08-04,0.288
강남,2022-08-05,0.284
강남,2022-08-06,0.39999999999999997
강남,2022-08-07,0.33599999999999997
강남,2022-08-08,1.2
강남,2022-08-09,0.9571428571428572
강남,2022-08-10,0.6416666666666667
강남,2022-08-11,0.792
강남,2022-08-12,0.292
강남,2022-08-13,0.292
강남,2022-08-14,0.325
강남,2022-08-15,0.324
강남,2022-08-16,0.284
강남,2022-08-17,0.284
강남,2022-08-18,0.3666666666666667
강남,2022-08-19,0.828
강남,2022-08-20,0.312
강남,2022-08-21,0.27999999999999997
강남,2022-08-22,0.312
강남,2022-08-23,0.9166666666666667
강남,2022-08-24,0.27999999999999997
강남,2022-08-25,0.33913043478260874
강남,2022-08-26,0.288
강남,2022-08-27,0.364
강남,2022-08-28,0.27599999999999997
강남,2022-08-29,0.284
강남,2022-08-30,0.368
강남,2022-08-31,0.41
강동,2022-06-01,0.175
강동,2022-06-02,0.2325
강동,2022-06-03,0.1325
강동,2022-06-04,0.2025
강동,2022-06-05,0.1275
강동,2022-06-06,0.13
강동,2022-06-07,0.1275
강동,2022-06-08,0.165
강동,2022-06-09,0.1275
강동,2022-06-10,0.14
강동,2022-06-11,0.2125
강동,2022-06-12,0.225
강동,2022-06-13,0.31
강동,2022-06-14,0.125
강동,2022-06-15,0.15
강동,2022-06-16,0.1325
강동,2022-06-17,0.1275
강동,2022-06-18,0.125
강동,2022-06-19,0.125
강동,2022-06-20,0.1275
강동,2022-06-21,0.18
강동,2022-06-22,0.1275
강동,2022-06-23,0.555
강동,2022-06-24,0.26
강동,2022-06-25,0.11
강동,2022-06-26,0.11
강동,2022-06-27,0.155
강동,2022-06-28,0.09
강동,2022-06-29,0.235
강동,2022-06-30,0.625
강동,2022-07-01,0.16
강동,2022-07-02,0.135
강동,2022-07-03,0.145
강동,2022-07-04,0.1275
강동,2022-07-05,0.43
강동,2022-07-06,0.305
강동,2022-07-07,0.1525
강동,2022-07-08,0.1075
강동,2022-07-09,0.1
강동,2022-07-10,0.1
강동,2022-07-11,0.1
강동,2022-07-12,0.1
강동,2022-07-13,0.445
강동,2022-07-14,0.1475
강동,2022-07-15,0.1275
강동,2022-07-16,0.315
강동,2022-07-17,0.115
강동,2022-07-18,0.115
강동,2022-07-19,0.095
강동,2022-07-20,0.1
강동,2022-07-21,0.145
강동,2022-07-22,0.175
강동,2022-07-23,0.23
강동,2022-07-24,0.16
강동,2022-07-25,0.11
강동,2022-07-26,0.105
강동,2022-07-27,0.105
강동,2022-07-28,0.1
강동,2022-07-29,0.1
강동,2022-07-30,0.1
강동,2022-07-31,0.25
강동,2022-08-01,0.31
강동,2022-08-02,0.16
강동,2022-08-03,0.39
강동,2022-08-04,0.1275
강동,2022-08-05,0.1025
강동,2022-08-06,0.325
강동,2022-08-07,0.105
강동,2022-08-08,0.785
강동,2022-08-09,0.6
강동,2022-08-10,0.3275
강동,2022-08-11,0.51
강동,2022-08-12,0.145
강동,2022-08-13,0.1375
강동,2022-08-14,0.13
강동,2022-08-15,0.1325
강동,2022-08-16,0.1225
강동,2022-08-17,0.1175
강동,2022-08-18,0.115
강동,2022-08-19,0.57
강동,2022-08-20,0.1375
강동,2022-08-21,0.095
강동,2022-08-22,0.095
강동,2022-08-23,0.1
강동,2022-08-24,0.1
강동,2022-08-25,0.1
강동,2022-08-26,0.105
강동,2022-08-27,0.45
강동,2022-08-28,0.1
강동,2022-08-29,0.105
강동,2022-08-30,0.16
강동,2022-08-31,0.125
강북,2022-06-01,0.07333333333333333
강북,2022-06-02,0.07333333333333333
강북,2022-06-03,0.07333333333333333
강북,2022-06-04,0.07333333333333333
강북,2022-06-05,0.07333333333333333
강북,2022-06-06,0.13333333333333333
강북,2022-06-07,0.07333333333333333
강북,2022-06-08,0.07333333333333333
강북,2022-06-09,0.08666666666666667
강북,2022-06-10,0.08666666666666667
강북,2022-06-11,0.07333333333333333
강북,2022-06-12,0.07333333333333333
강북,2022-06-13,0.38666666666666666
강북,2022-06-14,0.07333333333333333
강북,2022-06-15,0.19333333333333333
강북,2022-06-16,0.07333333333333333
강북,2022-06-17,0.07333333333333333
강북,2022-06-18,0.07333333333333333
강북,2022-06-19,0.07333333333333333
강북,2022-06-20,0.07333333333333333
강북,2022-06-21,0.07333333333333333
강북,2022-06-22,0.07333333333333333
강북,2022-06-23,0.6666666666666666
강북,2022-06-24,0.6333333333333333
강북,2022-06-25,0.07333333333333333
강북,2022-06-26,0.07333333333333333
강북,2022-06-27,0.17333333333333334
강북,2022-06-28,0.34
강북,2022-06-29,0.39999999999999997
강북,2022-06-30,0.6666666666666666
강북,2022-07-01,0.08
강북,2022-07-02,0.08
강북,2022-07-03,0.08
강북,2022-07-04,0.52
강북,2022-07-05,0.08
강북,2022-07-06,0.47333333333333333
강북,2022-07-07,0.07333333333333333
강북,2022-07-08,0.12
강북,2022-07-09,0.07333333333333333
강북,2022-07-10,0.07333333333333333
강북,2022-07-11,0.07333333333333333
강북,2022-07-12,0.07333333333333333
강북,2022-07-13,0.6666666666666666
강북,2022-07-14,0.08
강북,2022-07-15,0.08
강북,2022-07-16,0.5866666666666667
강북,2022-07-17,0.08
강북,2022-07-18,0.08
강북,2022-07-19,0.07333333333333333
강북,2022-07-20,0.07333333333333333
강북,2022-07-21,0.2733333333333333
강북,2022-07-22,0.07333333333333333
강북,2022-07-23,0.18666666666666668
강북,2022-07-24,0.13999999999999999
강북,2022-07-25,0.07333333333333333
강북,2022-07-26,0.07333333333333333
강북,2022-07-27,0.07333333333333333
강북,2022-07-28,0.07333333333333333
강북,2022-07-29,0.09333333333333334
강북,2022-07-30,0.07333333333333333
강북,2022-07-31,0.6466666666666666
강북,2022-08-01,0.37333333333333335
강북,2022-08-02,0.3066666666666667
강북,2022-08-03,0.6133333333333334
강북,2022-08-04,0.08
강북,2022-08-05,0.08
강북,2022-08-06,0.08
강북,2022-08-07,0.08
강북,2022-08-08,0.7266666666666667
강북,2022-08-09,0.7733333333333333
강북,2022-08-10,0.32666666666666666
강북,2022-08-11,0.41333333333333333
강북,2022-08-12,0.08666666666666667
강북,2022-08-13,0.09999999999999999
강북,2022-08-14,0.13333333333333333
강북,2022-08-15,0.54
강북,2022-08-16,0.08
강북,2022-08-17,0.5333333333333333
강북,2022-08-18,0.07333333333333333
강북,2022-08-19,0.6666666666666666
강북,2022-08-20,0.08
강북,2022-08-21,0.08
강북,2022-08-22,0.08
강북,2022-08-23,0.08
강북,2022-08-24,0.08
강북,2022-08-25,0.09333333333333334
강북,2022-08-26,0.08
강북,2022-08-27,0.22
강북,2022-08-28,0.07333333333333333
강북,2022-08-29,0.08
강북,2022-08-30,0.13999999999999999
강북,2022-08-31,0.08
강서,2022-06-01,0.16
강서,2022-06-02,0.16
강서,2022-06-03,0.21666666666666667
강서,2022-06-04,0.22400000000000003
강서,2022-06-05,0.22400000000000003
강서,2022-06-06,0.3
강서,2022-06-07,0.236
강서,2022-06-08,0.22799999999999998
강서,2022-06-09,0.5307692307692307
강서,2022-06-10,0.5346153846153846
강서,2022-06-11,0.256
강서,2022-06-12,0.26
강서,2022-06-13,0.26
강서,2022-06-14,0.5307692307692307
강서,2022-06-15,0.352
강서,2022-06-16,0.2423076923076923
강서,2022-06-17,0.236
강서,2022-06-18,0.236
