구분명,측정일,수위비율
강남,2018-06-01,0.07251793981481482
강남,2018-06-02,0.06883518518518518
강남,2018-06-03,0.0670982638888889
강남,2018-06-04,0.07210381944444444
강남,2018-06-05,0.07022685185185185
강남,2018-06-06,0.06792777777777778
강남,2018-06-07,0.06713217592592594
강남,2018-06-08,0.06434849537037036
강남,2018-06-09,0.06171215277777778
강남,2018-06-10,0.05889398148148148
강남,2018-06-11,0.06645520833333333
강남,2018-06-12,0.06871516203703704
강남,2018-06-13,0.06084166666666667
강남,2018-06-14,0.0692941312920436
강남,2018-06-15,0.06582766203703704
강남,2018-06-16,0.06218831018518519
강남,2018-06-17,0.05458545557441992
강남,2018-06-18,0.0684691168963757
강남,2018-06-19,0.06553043981481481
강남,2018-06-20,0.06568425925925926
강남,2018-06-21,0.06455266203703704
강남,2018-06-22,0.06423229166666666
강남,2018-06-23,0.06056759259259259
강남,2018-06-24,0.05950914351851852
강남,2018-06-25,0.06442847222222223
강남,2018-06-26,0.12390857473928156
강남,2018-06-27,0.07080358796296297
강남,2018-06-28,0.0744150462962963
강남,2018-06-29,0.07057546296296296
강남,2018-06-30,0.06773356481481481
강남,2018-07-01,0.15206370164466063
강남,2018-07-02,0.16330723905723904
강남,2018-07-03,0.08062337962962964
강남,2018-07-04,0.07560451388888888
강남,2018-07-05,0.07674490740740741
강남,2018-07-06,0.0713042824074074
강남,2018-07-07,0.06668113425925926
강남,2018-07-08,0.06471736111111111
강남,2018-07-09,0.07640775462962963
강남,2018-07-10,0.08938135003479471
강남,2018-07-11,0.07394988425925926
강남,2018-07-12,0.07222110261755849
강남,2018-07-13,0.07234722222222223
강남,2018-07-14,0.06974710648148148
강남,2018-07-15,0.06721006944444445
강남,2018-07-16,0.07078306694463747
강남,2018-07-17,0.07179456018518518
강남,2018-07-18,0.07175601851851851
강남,2018-07-19,0.07205775462962963
강남,2018-07-20,0.07139814814814814
강남,2018-07-21,0.06848512914166449
강남,2018-07-22,0.0689421875
강남,2018-07-23,0.07418119227539882
강남,2018-07-24,0.06862916666666667
강남,2018-07-25,0.06991013888888889
강남,2018-07-26,0.06981735985533453
강남,2018-07-27,0.07021208333333333
강남,2018-07-28,0.0772
강남,2018-07-29,0.0658125890059812
강남,2018-07-30,0.06867027777777777
강남,2018-07-31,0.07051762882603642
강남,2018-08-01,0.06949651198058841
강남,2018-08-02,0.07583630510153541
강남,2018-08-03,0.0711375
강남,2018-08-04,0.06925347222222222
강남,2018-08-05,0.06946030092592592
강남,2018-08-06,0.09075462962962963
강남,2018-08-07,0.07257719907407408
강남,2018-08-08,0.07326979166666667
강남,2018-08-09,0.0847337962962963
강남,2018-08-10,0.07395462962962962
강남,2018-08-11,0.06906909722222222
강남,2018-08-12,0.06787569444444445
강남,2018-08-13,0.07510011574074074
강남,2018-08-14,0.07194768518518518
강남,2018-08-15,0.07129803240740741
강남,2018-08-16,0.07276174794173527
강남,2018-08-17,0.0708087962962963
강남,2018-08-18,0.06755381944444444
강남,2018-08-19,0.06678807870370371
강남,2018-08-20,0.07171527777777778
강남,2018-08-21,0.07936354166666668
강남,2018-08-22,0.07271967592592593
강남,2018-08-23,0.07334074074074073
강남,2018-08-24,0.08650416666666666
강남,2018-08-25,0.07125914351851852
강남,2018-08-26,0.0705890664813528
강남,2018-08-27,0.11563941520467837
강남,2018-08-28,0.21784061172472388
강남,2018-08-29,0.13079699074074075
강남,2018-08-30,0.10108171296296296
강남,2018-08-31,0.1291832175925926
강동,2018-06-01,0.12493122632575757
강동,2018-06-02,0.1251044034090909
강동,2018-06-03,0.12545726799242424
강동,2018-06-04,0.12541777146464647
강동,2018-06-05,0.12478582702020202
강동,2018-06-06,0.12513695549242423
강동,2018-06-07,0.12500848327020203
강동,2018-06-08,0.12619337910353537
강동,2018-06-09,0.12680709438131313
강동,2018-06-10,0.12792949021464647
강동,2018-06-11,0.12768252840909092
강동,2018-06-12,0.1266161221590909
강동,2018-06-13,0.1268800110479798
강동,2018-06-14,0.12751586174242424
강동,2018-06-15,0.12827255469413765
강동,2018-06-16,0.12625535410974079
강동,2018-06-17,0.12295599243710449
강동,2018-06-18,0.12520943547264374
강동,2018-06-19,0.12510787563131312
강동,2018-06-20,0.1263079624368687
강동,2018-06-21,0.12395726799242425
강동,2018-06-22,0.12413565340909091
강동,2018-06-23,0.12425414299242424
강동,2018-06-24,0.1245870422979798
강동,2018-06-25,0.12627931660353536
강동,2018-06-26,0.15610353535353536
강동,2018-06-27,0.13311872632575758
강동,2018-06-28,0.13616039299242425
강동,2018-06-29,0.12869294507575757
강동,2018-06-30,0.13359745896464645
강동,2018-07-01,0.16266646938131313
강동,2018-07-02,0.18283396464646465
강동,2018-07-03,0.1386456360479798
강동,2018-07-04,0.1305423374368687
강동,2018-07-05,0.13123678188131313
강동,2018-07-06,0.12983964646464646
강동,2018-07-07,0.12836568813131313
강동,2018-07-08,0.12786785827020203
강동,2018-07-09,0.1314603061868687
강동,2018-07-10,0.1361187290440944
강동,2018-07-11,0.12967037563131312
강동,2018-07-12,0.12958726770467102
강동,2018-07-13,0.12906065711878686
강동,2018-07-14,0.12735483743686868
강동,2018-07-15,0.12684962910353537
강동,2018-07-16,0.12581100063131315
강동,2018-07-17,0.1255381736054078
강동,2018-07-18,0.12564346590909092
강동,2018-07-19,0.12530405618686868
강동,2018-07-20,0.12523157354797979
강동,2018-07-21,0.12515909090909091
강동,2018-07-22,0.1248938999368687
강동,2018-07-23,0.12465735479797979
강동,2018-07-24,0.12544858743686868
강동,2018-07-25,0.12569294507575757
