자치구,날짜,[AVG] 하수관로 비율(%),[MAX] 하수관로 비율(%),사고[건]
중,20210817,0.017424012279671504,-0.10414860460882658,-1.0661601533903746
중,20210818,0.06701741639887769,-0.08915478193708556,-0.7132997117986024
중,20210819,0.01368962134722891,-0.13913418934350677,-0.7132997117986024
중,20210820,-0.009677488731979891,-0.13913418934350677,-0.7132997117986024
중,20210821,0.35567689271000397,0.4056413563344458,-1.4190205949821468
중,20210822,0.01856529026027829,-0.1541280120152478,-1.0661601533903746
중,20210823,0.11365325115533517,-0.1191424263809383,-1.0661601533903746
중,20210824,0.16181021942490192,-0.094152722227913,-1.0661601533903746
중,20210825,0.09974745518249026,-0.13913418934350677,-0.007578828615058046
중,20210826,0.09269274819633333,-0.12414036757139507,0.6981420545684863
중,20210827,0.09679929593205977,0.14574843512216742,-0.36043927020683025
중,20210828,0.07145676577921257,-0.14913007172442033,-1.0661601533903746
중,20210829,0.040485697854404215,-0.14913007172442033,-0.7132997117986024
중,20210830,0.07665411484145311,-0.13413624905267932,-0.7132997117986024
중,20210831,0.5309999584127268,-0.04417331482149182,-0.7132997117986024
용산,20210601,-1.361213250046986,-0.3105635588616605,-0.007578828615058046
용산,20210602,-1.3618998133718163,-0.3105635588616605,-0.36043927020683025
용산,20210603,-1.3589738984427417,-0.3060654121501011,-0.7132997117986024
용산,20210604,-1.35880706985782,-0.3105635588616605,-0.36043927020683025
용산,20210605,-1.3651080536240374,-0.3105635588616605,-0.36043927020683025
용산,20210606,-1.3669624163780574,-0.31506170557321983,-0.36043927020683025
용산,20210607,-1.3638889223481512,-0.3105635588616605,-0.7132997117986024
용산,20210608,-1.3649348085998574,-0.3105635588616605,-1.0661601533903746
용산,20210609,-1.3626248756648267,-0.3105635588616605,-1.0661601533903746
용산,20210610,-1.3614641630913458,-0.3060654121501011,-1.0661601533903746
용산,20210611,-1.3563559744275313,-0.3060654121501011,0.34528161297671417
용산,20210612,-1.3660769421056989,-0.3105635588616605,0.34528161297671417
용산,20210613,-1.3701257412228398,-0.31506170557321983,-0.007578828615058046
용산,20210614,-1.3636771785221065,-0.3060654121501011,-0.007578828615058046
용산,20210615,-1.360937341329413,-0.3105635588616605,-0.7132997117986024
용산,20210616,-1.3614827421589852,-0.3060654121501011,1.0510024961602586
용산,20210617,-1.3610720873854127,-0.30156726543854173,0.34528161297671417
용산,20210618,-0.373987582211041,-0.09915066341836981,-0.007578828615058046
용산,20210619,0.38064667065125884,0.024227074827311734,-0.007578828615058046
용산,20210620,0.5579934926054749,-0.06316548972589478,-1.4190205949821468
용산,20210621,0.5327712316046556,-0.06316548972589478,-0.36043927020683025
용산,20210622,0.4097734630034223,0.4946047025074678,-1.0661601533903746
용산,20210623,0.4148921283587399,0.07477767579538293,-0.007578828615058046
용산,20210624,0.37535621835685684,-0.09915066341836981,-1.4190205949821468
용산,20210625,0.3589690516054385,-0.09015436999525106,-0.36043927020683025
용산,20210626,0.4023011718884503,-0.0811580765721323,-0.007578828615058046
용산,20210627,0.45807687676962183,0.19472825537005248,0.6981420545684863
용산,20210628,0.37511546051677686,-0.054169196302776064,0.6981420545684863
용산,20210629,0.36635379441492705,-0.07216178314901353,-0.7132997117986024
용산,20210630,0.3974241292120967,0.08977149846712398,-0.36043927020683025
용산,20210701,0.33773537764287714,-0.07087659875983773,0.6981420545684863
용산,20210702,0.29596908142230344,-0.09915066341836981,-0.7132997117986024
용산,20210703,0.8246170005529097,0.3446664784889455,-0.7132997117986024
용산,20210704,0.6522632094745996,0.026797444505292718,-0.7132997117986024
용산,20210705,0.456429059328378,-0.09915066341836981,-1.4190205949821468
용산,20210706,0.36608481289049954,-0.10514819266699212,1.0510024961602586
용산,20210707,0.3743476166399592,-0.01818402261030103,-0.36043927020683025
용산,20210708,0.4545325341819287,0.197727019544549,-0.7132997117986024
용산,20210709,0.35851304867235523,-0.09315313416974752,0.34528161297671417
용산,20210710,,,-1.0661601533903746
용산,20210711,,,-0.007578828615058046
용산,20210712,0.31609128773532724,-0.09915066341836981,-0.7132997117986024
용산,20210713,0.26688937289476455,-0.09915066341836981,-0.36043927020683025
용산,20210714,0.29775997980429103,-0.09915066341836981,-1.4190205949821468
용산,20210715,0.31409341012428493,-0.0811580765721323,0.34528161297671417
용산,20210716,0.3144425389291315,-0.06316548972589478,-0.007578828615058046
용산,20210717,0.2951513429944882,-0.09915066341836981,-0.007578828615058046
용산,20210718,0.25123572256907767,-0.09915066341836981,-1.0661601533903746
용산,20210719,,,-0.7132997117986024
용산,20210720,,,-0.7132997117986024
용산,20210721,,,-0.007578828615058046
용산,20210722,0.34875061429811444,-0.10514819266699212,-0.36043927020683025
용산,20210723,0.27645881514574705,-0.09915066341836981,-0.007578828615058046
용산,20210724,0.25952673337136806,-0.10514819266699212,-0.7132997117986024
용산,20210725,0.25959324280784757,-0.09915066341836981,-1.0661601533903746
용산,20210726,0.2572326983371214,-0.10514819266699212,-0.36043927020683025
용산,20210727,0.23686545988414884,-0.09315313416974752,-0.36043927020683025
용산,20210728,0.24247703350877078,-0.10514819266699212,-0.007578828615058046
용산,20210729,0.2389265705228219,-0.10514819266699212,-0.7132997117986024
용산,20210730,0.48827122956644514,-0.013685875898741649,1.0510024961602586
용산,20210731,0.9224215634135211,-0.013685875898741649,0.6981420545684863
용산,20210801,1.0276021375371966,0.1707381392751927,-1.0661601533903746
